class,feature029,feature046,feature060,feature062,feature064,feature065,feature066,feature068,feature097,feature104,feature125,feature170,feature268,feature332,feature342,feature442,feature511,feature563
X1,60.609570104193644,153.94551004899168,16.751081206045065,9.75616397191512,10.724168535282882,23.248918793954935,31.520207163189514,1.2895547054902186,-0.2705366429563379,-0.0042250225697876885,15.756073040699121,0.32009511638456023,0.07539797298975755,0.03918025448988192,4.968003590408293,0.6937646532793995,68.24575153663417,245.85958686314152
X1,61.41279638885551,142.30493067446935,3.0006432492523913,10.197707730901241,16.852503240462138,19.51638231927012,28.301924676298466,1.1940122627195668,0.08864270702234933,-0.00845815848002676,15.818673384941649,0.35345927656418646,0.07704590007069055,0.024323127187462525,3.4269924053030554,0.8831120377235115,61.852401216357926,249.09508632609806
X1,61.60224504192835,155.4442803256293,17.166305825075344,9.774935157645936,10.711356199608698,22.833694174924656,30.094101978937022,1.4217069178351667,-0.2362085465929471,-0.005852408053469845,15.818212784479838,0.5165661995434202,0.05773594571242575,0.023346786338440142,4.456179914380843,0.791653125953558,69.35743399598373,252.4599954391839
X1,65.29986617150733,144.5569307519715,18.971112544301874,10.020792871639225,12.28877428971238,21.028887455698126,27.674875269052478,1.2067351221776335,-0.15300678756264968,-0.007224898233893327,15.747499763334636,0.35900255598593506,0.0763494840695057,0.02427494083365891,4.066156544088852,0.8784940549660474,36.21136489623221,259.86159823687746
X1,62.49950872647727,151.27009411522528,18.75150202988258,9.895110395973083,11.394684513451276,21.24849797011742,29.001968713968154,1.3852025685335743,-0.27268053929256275,-0.005430626502935775,15.74332703837892,0.4040679855076596,0.06725294366604648,0.0232317595947301,5.063103990508337,0.7736752040784807,52.342201575537075,252.77798035205527
X1,60.487372345785985,154.89965159368572,17.40161871944312,9.769969362772164,10.709068531009368,22.59838128055688,30.999829853548203,1.37435761264693,-0.3053078971066512,-0.004144825278501958,15.75034466275014,0.3628288158839569,0.06991018691463395,0.033199827911145986,5.285195334199257,0.6924585831070319,67.16161018276597,246.31235785622894
X1,69.82171766834512,142.5646136687826,3.1690336896425344,10.78578090920297,31.54393616366093,34.691701550982074,47.46210052565043,0.9913318001067499,0.1324275654811412,-0.00618620652644895,15.791379347355106,0.582764437518781,0.09365347251759376,0.09618219729342964,3.5791692465580534,0.7029559521016898,102.1002464046386,260.75052683577127
X1,69.0964981245242,137.23311282467296,8.178579080375425,10.748349159790948,24.24195050345198,31.821420919624575,39.88113504664148,0.950006735482812,0.03219469868778252,-0.007594176631653681,15.813159906226211,0.40714987884508447,0.07715193357081153,0.09093136069010943,3.7686714800873307,0.830290272053564,38.71371756672077,262.63851740510484
X1,69.47428785099332,140.18539372415435,3.7238256530291864,10.813392036102387,31.680129304615313,34.476535964848615,46.83959264740115,0.9492557598538232,0.1369954328559339,-0.006267775586713106,15.78322244132869,0.5674022645023651,0.0883106990702916,0.09323211628054269,3.7705574516245166,0.6577802875587251,93.01284132325972,261.1692480117939
X1,67.91140281602992,129.4826645379003,6.219512591197178,10.937598465356208,32.29278317377572,33.50863091521777,44.03929112325911,0.759980083565996,0.15754361612983048,-0.00663470743088983,15.746529256911018,0.49829676718241533,0.06427666327671613,0.07996141458281782,4.631501868677837,0.45456120119218246,52.133881893141265,263.0528314785678
X1,65.75275496329989,124.04139799753376,6.279984794609504,11.03206836876413,33.951030792606275,33.720015205390496,41.49686294358742,0.8079164357401896,0.1331415443687467,-0.0075529770511901006,15.789382881911006,0.36254279522248545,0.06781147404774092,0.08505232581566088,3.5599596350780454,0.6146745088317431,46.5818708792948,266.0277395057883
X1,68.33216430050247,132.1896560868655,7.387196331581357,10.858752934371866,28.50442792507012,32.61280366841864,41.79294625547097,0.8331485863879323,0.09958346417236608,-0.00712708373919595,15.774943215025123,0.44833897936181166,0.06819224263366777,0.0839674302934669,4.299416394889984,0.6151303005914437,41.92425933153387,263.03002617496486
X1,68.7681962050397,135.06681260895442,7.838658920740267,10.795770548160933,26.072799113439466,32.161341079259735,40.702309342249876,0.8998130197927356,0.06113998458900023,-0.007393547680857591,15.796744810251985,0.42484170450619424,0.07330350551463198,0.087940165423695,3.99664068517827,0.7378732817186742,40.09273154051993,262.806680943863
X1,68.99969635125176,136.59436632373468,8.078351599904384,10.762331638152524,24.781787103611,31.921648400095616,40.12326317097735,0.9352068199247122,0.04072938836463727,-0.007535019992431625,15.808319817562587,0.4123664188492112,0.07601720167300664,0.0900493889780715,3.835889555872465,0.803040572877368,39.120328037475424,262.6881014245255
X1,64.863297972399,127.99525843028069,9.99181514453818,10.91659184344546,26.924236407170167,30.008184855461817,40.05454848963511,0.8218073615766596,0.0681740985730663,-0.006469166497699916,15.763083350230009,0.3682749138269573,0.048169783007120714,0.07777312512672506,4.5322258568592835,0.639019119823305,58.596066929746655,264.35172987210285
X1,64.76936256358326,128.0094015802705,10.104680495217977,10.915129973645763,26.738483050212405,29.89531950478202,39.93631707872671,0.825046176193119,0.06501943442700431,-0.006461338546965271,15.763866145303473,0.3642826589522883,0.04776860053197015,0.07777899608977605,4.523664035743265,0.646500683737942,59.061886751100865,264.38441156642
X1,68.52892447373031,136.16233289337123,5.478166316195903,10.837571800402575,31.041844429580564,34.5218336838041,44.58595708774088,0.8869280141470255,0.14279857348662336,-0.006646969952411018,15.755909014276694,0.44357596192881465,0.0907043975540204,0.08910752032680902,3.977264495410165,0.5946188481381862,60.36700560611279,266.2388953583837
X1,66.68041103364826,127.72166934499633,7.80851594492509,10.944870665461151,30.517501772746353,32.19148405507491,42.341650272872066,0.7591548174856696,0.12919881221335383,-0.006620592586137355,15.747940741386264,0.4455022189300507,0.05593037003953941,0.07765955556039698,4.697848141087731,0.49429363579922353,49.58511682857792,263.71952595287655
X1,67.86739952929092,129.82193219876305,6.353749749673204,10.92777796696329,32.0463329842699,33.646250250326794,43.814132288748745,0.7682851663344307,0.15639021039351356,-0.006686138934851624,15.744158319544512,0.47491114788129923,0.06802555672090967,0.08060785113719758,4.573651422050828,0.4644603194880532,48.913094253883536,264.1331708623767
X1,66.1278784201411,126.4877995843993,26.210794031695393,10.390110189331184,10.290929199544411,13.789205968304607,20.15285015041388,1.1457439286259234,0.045465359430271204,-0.006337992186332121,15.806499849737158,0.18781935687502846,0.069692004808411,0.07568193568750285,2.641450511044706,1.0876321911343374,66.172792882448,265.6820910743871
X1,65.86009322560533,120.88733868220952,27.715654028382154,10.548451930045337,10.727425938869269,12.284345971617848,17.560758634318503,1.110488308955077,-0.05941399860894307,-0.00740632211137563,15.827044655987994,0.13674159585032614,0.06697917715329677,0.08442102345088498,3.1213833861455322,0.8255075294320472,59.24321882429057,265.42581434874234
X1,66.10609936178874,126.44597825766127,23.343990622876444,10.386784772314062,9.43314213880459,12.982890498036285,19.013686830819537,1.0881786218243883,-0.038043700972083025,-0.006844817342190072,15.790817202802282,0.1651423664307222,0.07208550573305693,0.07784034489237238,2.64891359606809,1.0402338833874325,62.34972424354725,265.1079363133907
X1,67.28221652769379,122.59723815187046,27.315635558940937,10.505630989673268,9.18375621771617,12.684364441059063,18.48169546085773,0.9821913006509189,-0.0035551913903327653,-0.005796335882972926,15.75417557366891,0.1330145044939127,0.059156717826821845,0.08007916012520436,2.951101442081225,1.1881598450132647,78.10517304803189,265.6147343431474
X1,65.10702816558916,126.04020787017048,25.470724439342227,10.422519062874374,11.228138618845074,14.529275560657773,20.56009882861753,1.0917340949056438,-0.030905112744495273,-0.005844083286216483,15.8,0.14440832862164826,0.07753991897539236,0.07412134759130423,2.4608231879184252,1.0089504459467251,70.00063694341874,259.3165940264021
X1,66.04928680082531,126.13096209883885,26.345912911577663,10.392073266016972,10.355209055022383,13.654087088422338,20.144041233285748,1.1346354073801543,0.028455144148180258,-0.00625697632310912,15.804941852367485,0.18115112813282758,0.06974186072424055,0.07501511281328277,2.6363807876037897,1.0896139637885616,66.79368287821538,265.58954603062847
X1,67.93105580067187,134.6749483935192,23.110675851061195,10.345070075552165,8.816115696135908,16.889324148938805,20.354958724466712,1.400613778819889,0.4357415199376642,-0.008196790532767773,15.842245971783996,0.34081275923550125,0.06854812890291213,0.09098127592355013,2.7577683921851217,1.0421631238907576,51.92731981658563,267.8054107239694
X1,67.53548443340124,122.18682947762576,27.40809996421244,10.523970749394037,8.94874977104757,12.59190003578756,18.202423028677142,0.9621637262309901,1.9454126604832866e-4,-0.005761535579897463,15.74634550547693,0.1284034643364139,0.05732100183959119,0.08130587080861441,3.007625834351545,1.2039243823064492,79.70146295010335,265.6691968174605
X1,63.471773329496266,128.49698402621448,22.394112685622183,10.479670505002794,12.806916546997753,17.605887314377817,21.60783438677867,1.0736443144036225,-0.043659941030666234,-0.005476155547192321,15.8,0.10761555471923204,0.09556837818757631,0.07700344821366016,2.084494432186545,0.8037694101509172,72.92094072934336,245.2065652348255
X1,66.86511156562761,129.83513387013497,24.943303710240638,10.371695437065046,9.687948367007683,15.056696289759364,20.235482697487484,1.249948042639857,0.20503064930462275,-0.007097966089379042,15.82111473248806,0.2503710550488904,0.06922432856038213,0.08193710550488904,2.6890073395161425,1.0690420602751896,60.348499038323894,266.55021510979066
X1,65.8730134360618,120.00329857556652,27.918004759203644,10.580735012158007,10.763616483370216,12.081995240796358,17.011353141433467,1.1128723261860198,-0.06670560252992437,-0.007708685272373259,15.832859332161025,0.13174097434151918,0.06635119212660939,0.08689807550059632,3.2291177062794567,0.76737239705408,57.19641792332651,265.45372479437293
X1,66.39928256714506,127.8318040982074,20.058234882280694,10.375755440715189,8.354695150505194,12.75051813691808,17.95779104365213,1.0774307404736523,-0.05005810843943618,-0.007653986805584281,15.782021882547998,0.17006774577312173,0.07417879195357673,0.08257222718917764,2.6763198139804416,0.9869166520059575,56.206967034111635,264.927808154583
X1,68.33172624983943,120.89655723665709,27.698796196739842,10.58162860206319,8.209919639975856,12.301203803260158,17.324426315830927,0.8991996005932335,0.011983219871553593,-0.005652127889823168,15.721728775210213,0.11390694540156983,0.05154974618817214,0.0851624918837333,3.1853312749547187,1.2534860659101046,84.71999369381126,265.84041985242675
X1,62.805400027614084,137.51412217360692,19.560627730967617,10.383286294049164,9.816798734311293,20.439372269032383,25.54249263663585,1.0857545350232627,0.08550315186264926,-0.004449028602987529,15.786911427387968,0.13681642945902422,0.03869051540605724,0.08378401409438811,2.2496258698480203,0.6933414564051665,119.53784755742461,259.60610620451627
X1,62.9356818376109,138.73155220912557,20.901042335844505,10.160900454273447,11.667989348642902,19.098957664155495,25.246433308707456,1.0376708989786916,-0.038526722497306765,-0.009212873305846006,15.939751619352029,0.12722808531764895,0.053068377228453756,0.08288134726798162,1.817283145389892,0.6898610709095374,71.91479776644093,247.72489572556876
X1,63.49142333129721,131.69766073074817,23.94966685506273,10.330771894744528,10.897145761161717,16.05033314493727,19.214001000017767,1.196763566949684,-0.0825000237061875,-0.005540129124023952,15.77197417519521,0.1336309897657484,0.0917330273027066,0.07694606408788823,1.8263472367971905,0.7158981638162397,84.97170736677246,243.58266149430165
X1,62.59809482791461,138.03399919191042,18.255685921402208,10.427960564584401,10.095446537735919,21.744314078597792,27.30513471210918,1.0373191558649064,0.12514286754804196,-0.004212108374759555,15.795795935946517,0.1301530480401125,0.0302798473039642,0.0852203429780202,2.368737514589634,0.6988794667399955,123.61108377371977,262.3606000079517
X1,63.19674796510238,129.4824645124092,22.14571707187239,10.463024136178777,12.73745434132875,17.85428292812761,21.362167892852145,1.0923761540652253,-0.052713482842617676,-0.00542482638519723,15.795034722960555,0.10595833244733513,0.0979593751993496,0.07748414353574626,1.9746649931746303,0.7532562511960975,75.55331844845051,242.5157268176917
X1,69.63613009402631,138.00640137339118,25.703107290717725,10.164986541445135,9.883552458736206,14.296892709282274,18.122041528847163,1.1028255089588928,-0.08733021359303966,-0.006510439697932452,15.877774748648516,0.1703791206041351,0.09128544094911777,0.0928950577774085,1.9970681957198309,0.6089090565708,71.50936610500948,258.70170011620314
X1,62.90525435567834,137.26370891617782,20.189189328776045,10.361767686351318,9.682580252488934,19.810810671223955,24.69346694736557,1.1090847855302737,0.06640957784636412,-0.0045631478350609544,15.782631956185215,0.14002603286108933,0.042741748144663874,0.08309216624994296,2.1922524259231055,0.6906739193554502,117.57585979245424,258.2793274826226
X1,70.02351978282664,138.2250326022918,25.652605091467102,10.166174248959752,9.987424869853397,14.347394908532896,18.249449157995965,1.0867066212604986,-0.08486722565949895,-0.006565172763122246,15.887079369730781,0.17026965447375553,0.09183824490753469,0.09402255892031826,2.022486231193971,0.605181734831375,69.71825391320607,259.62285760334737
X1,62.65455525252037,139.88672142773294,19.283098597237398,10.164836226464715,12.63659091710197,20.716901402762602,27.87338052214521,0.94909594420481,-0.013667100187158207,-0.01023697729439009,15.997984983406496,0.11417577958130277,0.04431329214992002,0.08482915289325174,1.8745928078076335,0.6973711668255274,64.30128742807838,248.5012067098259
X1,62.69016171190888,137.8031151754708,18.835227227528115,10.408120151083637,9.971695493235625,21.164772772471885,26.52232287853593,1.0588299256895668,0.10753836408713832,-0.004317327670753003,15.791850212346763,0.13311234073992817,0.03401513231173158,0.08458245099605993,2.315838513528928,0.6964199656961486,121.80210760355843,261.1372941679079
X1,65.13609644118934,135.46671610024737,26.2897558328456,10.15118977828899,8.676939688333821,13.710244167154398,16.642036677470475,1.2900672946494305,-0.11594101276476868,-0.005874644160782918,15.769689507333096,0.17165071167843415,0.08486390602390748,0.07979766971212812,1.7018047482675873,0.6522067326506833,92.31545716045939,248.00126122597652
X1,63.78229660466933,133.8842750497876,25.730340907363967,10.20022605756265,9.080582036679703,14.269659092636033,17.093551150622403,1.2998041056843475,-0.11190223928769119,-0.005653944152081386,15.749211169583724,0.16094659649953244,0.08558701578760519,0.07641492729028687,1.6799431723726448,0.6790220947256312,94.26857411861587,244.63582988725977
X1,63.201956896196165,129.5216221950127,22.177605214538055,10.460686333662318,12.704923489805031,17.822394785461945,21.324195077318883,1.0942213942961767,-0.05324001494091936,-0.00542686457396485,15.794627085207031,0.10644749775156379,0.09784931300589815,0.07747463198816404,1.9720432030232158,0.7525958780353889,75.71980585974474,242.53458685775473
X1,69.0111,150.11470021128255,-5.7698842204528855,10.273565398172662,20.051693930702655,33.453081760843844,43.665767806217445,1.032550206220895,0.029301755631994456,-0.005612693924549967,15.75189387690276,0.27183959788177164,0.08600624484447762,0.08409302070150151,2.8342054989257828,1.0005256273729726,118.83587487846762,261.6978318210468
X1,69.0111,149.82541494142498,-4.881695864641573,10.314054124077781,19.62372784593329,33.63403386380002,43.86443215205558,1.0408646303333342,0.031361465241666886,-0.005795359302777797,15.749374354444445,0.29533414480555803,0.08579838424166664,0.085233104613889,2.9490075397389006,0.9800041169499978,115.74603331648856,261.63685937755554
X1,69.28292522738508,144.82950421432264,2.3349467783649693,10.635120346548316,28.990184436761982,35.140156235783806,45.09825011032573,1.0220797904998995,0.11236057687923312,-0.006309636846627109,15.77,0.3677478106643539,0.11406215658150613,0.09634587052655406,3.10392782832135,0.8008570786239346,82.55272821988518,267.9272491388889
X1,69.15495178006938,151.32466343241327,-10.352977194740669,10.077133263519872,24.13760669566821,32.49057702868395,42.95649173475134,0.9804945679609198,0.028313581529841758,-0.004519844798883423,15.77366407998139,0.16357945569232105,0.08894120479268021,0.0787579823854845,2.1762454063515877,1.0994753674464532,137.45749389499784,261.91273539313397
X1,65.04236511694863,152.5310159601498,-2.2128564952170002,10.331334204075532,21.944002539217703,34.18586818156913,44.9110429437351,1.278466081085382,0.04882220722935162,-0.007974754521343858,15.828796072341502,0.09344563824450597,0.07338894263803959,0.09096649353750981,2.01507960723415,0.8736428274364676,82.9732049751712,253.27837170175277
X1,68.55463822572156,152.23240770380949,-11.009474580328027,10.022709465165763,22.991115220294287,32.38654367636368,42.54552700497653,1.0079560096152593,0.01844754904792644,-0.0047226497909985485,15.776762396655977,0.10190111054340377,0.08587702480256557,0.07763286414309405,2.0098762396655974,1.1164449666040483,134.36192325057408,261.1172449437771
X1,69.0111,148.6978026499242,-1.4196042494210879,10.471876141840033,17.95554813609533,34.33937159346305,44.63881087642107,1.0732736321140082,0.039390058864606545,-0.006507375250989571,15.739553444813938,0.3869141271100379,0.08498815919714979,0.08967706622169352,3.396497287052963,0.9000128080095164,103.70206258201972,261.3991933644973
X1,68.06493636910643,144.69829846302014,-2.8780138605830015,10.374585211035935,24.073758688777033,31.65707793753564,41.153007680088656,1.02191886351055,0.14890747101814486,-0.003948837436921895,15.831453448538669,0.12889823902701028,0.0900020332619315,0.08371336702848785,2.9658985077859135,1.1627049323288956,135.97318031946256,261.7699130279911
X1,68.24602556400598,152.25864549510462,-10.236542738962731,10.049827374051697,22.899108641758,32.544644799950724,42.75337763264198,1.0317248996166513,0.021116477066837253,-0.005008402255550027,15.7813344360888,0.10115815413556993,0.08477973533868789,0.0788044492477551,2.01033344360888,1.095110687600635,129.84655424652027,260.4284672032222
X1,69.0111,151.2711385605587,-9.320480061528599,10.111708849537932,21.762518656968695,32.729712916852165,42.87159301717896,0.9993127071235329,0.02106792062832974,-0.004882476141350344,15.761965846326202,0.1779184830081649,0.08683718232191168,0.07953545453739352,2.375276212146599,1.0825618183269166,131.18773530060128,261.9415734810941
X1,64.22224971642382,152.60074095651663,-0.15884709995814994,10.403398048066093,21.699501838605688,34.60601026379354,45.463390665988555,1.3416301542480245,0.055914686711668035,-0.008734120632940903,15.840945930127054,0.09147128635435364,0.07047297676950692,0.0940798945950577,2.0162945930127054,0.8169485535446321,70.97394467687039,251.44799562635924
X1,67.12933917753354,137.28670194945778,6.2930956826611215,10.762192862195569,25.009746526358928,31.16699081667971,40.08003330868147,1.070489183963812,0.28181392430490815,-0.003601596540026367,15.892220605495385,0.15450725517305547,0.09247612465231214,0.09143947698441335,3.911912926265667,1.177245644886396,130.96245077214797,261.4079143929775
X1,69.70695554518998,147.9902851110086,-3.4468842413038026,10.439886629289388,28.01484964700937,33.787115673470495,45.713182977800074,1.0100210047096014,0.08132056559771299,-0.005363457277417183,15.787724287956953,0.3960415608882904,0.09447155326306819,0.08972494460642337,2.8172502879574894,0.9132713464900851,123.70839145457447,261.056000053823
X1,68.93571618600784,140.76390154655442,5.049994077307056,10.795462342295236,29.26907639192878,33.507087482714255,44.69525608523225,1.0537104707969354,0.17562878607574384,-0.005297408148250543,15.81267250292236,0.5960430826514493,0.09866637485388201,0.0969344661211595,3.708412676448934,0.9326771419650876,120.5014670453494,261.27279988915564
X1,68.32842272069925,138.67275434769377,6.245645946899849,10.814295051638409,28.236429809835645,32.82282555313357,43.03562357436516,1.0623898933637888,0.19890355838355606,-0.0049084717596415434,15.818813603795133,0.5946101591144688,0.09835931981024332,0.09578812729157507,3.869063875280693,1.0208633504981175,124.7645783305564,261.7403423689361
X1,69.1231846004995,147.36091447992897,2.008581795735215,10.637885565958173,17.76666066619642,35.015374510533924,45.65169889769282,1.098233658146998,0.054851215724367644,-0.007095319187850691,15.736661506227684,0.4877052180857863,0.08563698205768597,0.0945043711858103,3.788509725957527,0.815395747210295,93.86257017283863,261.0861586377742
X1,70.08263426683993,144.28821067099125,3.418733982720226,10.74859772337638,30.1291569023896,34.434406745946404,46.842828212616965,1.0309761320177466,0.11000624243207274,-0.006339083835855127,15.804219126515092,0.5694661143943667,0.09674039658084511,0.09855462098233402,3.3991066692244263,0.7752271888077259,101.24012086355798,260.6114958339855
X1,69.83146020236379,142.41883207254233,5.394818344399473,10.729683212697855,27.12533980494954,33.288765803899615,43.82405236332218,1.0195742389373714,0.06842091227595229,-0.006904192239255645,15.81419162775157,0.4996586057390086,0.09069041249738075,0.09679281243055593,3.4515952673990977,0.8332006626624614,76.50655598853646,261.3288510895963
X1,69.81411864426993,144.51106862941384,3.38073737394698,10.744838083678484,30.72425196192525,35.20134274937697,46.99202357629873,1.0329460055984556,0.12712433426640926,-0.006316211697086692,15.787027298174799,0.5155422849245369,0.10734307513162494,0.0993,3.3272577943488955,0.7507,95.44422904761359,263.96457222113014
X1,67.1603410275221,138.17435264080763,4.875410916680098,10.76770471623242,21.997242135599254,34.9191,45.455418751305345,1.014508312678337,-0.10376355059444906,-0.008210813829302787,15.845887257158756,0.6549824537336827,0.06736246901750564,0.09498659782707691,3.6216626296848062,0.9256222242891788,58.28006085291803,249.135370626986
X1,69.94269666519081,143.24671636628779,4.519677692041686,10.738059807106085,28.455628382297164,33.79613126907572,45.16096566383976,1.0246237501535798,0.08683764268842059,-0.006653924919501879,15.80977514563827,0.5305739805321209,0.09336974497945048,0.0975730576039059,3.4283498498760863,0.8075261799771339,87.46021187469817,261.01115880957946
X1,70.16319065691344,144.8877566149,2.784965432652645,10.75466397350235,31.09253925763229,34.80183599786461,47.8110081294707,1.0346329400901684,0.12334346371078862,-0.006157842619437724,15.801020752107725,0.5918547352459281,0.09868074372131377,0.09911966712763533,3.382272558593657,0.7566339722529054,109.17265443997076,260.38142610161566
X1,67.71234197093044,139.4328478825734,4.457529475218663,10.765680712773255,23.711037791869018,34.9191,45.941079217696796,1.0183890465835108,-0.06159402397831437,-0.007826085899048485,15.837523606501055,0.644778799931286,0.0731835698752664,0.09577278098890092,3.5770509170766225,0.8937399879820179,68.01744113114785,251.17175228912336
X1,70.1428735993743,144.73654565039874,2.9448076510846617,10.753134009799362,30.849565426185727,34.7091669836998,47.566824309155344,1.033710659685731,0.1199796946555376,-0.006203553310036659,15.801827411353589,0.5862081205248832,0.09819137044548988,0.09897715732753276,3.386518275091052,0.7613233513355255,107.17199700042903,260.43945179003475
X1,70.12156641794436,144.84724433293243,2.71526774174294,10.75868807413932,31.285505447791188,34.84323254972279,47.93598846647248,1.0367623298207298,0.1301805872787023,-0.006056876729731448,15.800680893741083,0.5988411247937474,0.09926595531294588,0.09917289983499795,3.3947121802667155,0.7604776341219432,112.17697189576779,260.3598387101544
X1,70.14419277671381,144.74636370980377,2.9344291682730894,10.753233349649307,30.86534160695991,34.7151839407973,47.58267905395848,1.0337705429344672,0.12019810265603009,-0.0062005853356095035,15.801775035334286,0.5865747526600026,0.09822314523053355,0.09898641042427625,3.3862426026427888,0.7610188720766455,107.30189878139662,260.4356842083796
X1,70.18407238652772,145.0717831048146,2.5929796361637303,10.756448493035139,31.391295590662118,34.92273561014579,48.10547037066752,1.035763237280585,0.12759387288009746,-0.006102785054501146,15.799832896729932,0.5979249689625576,0.09940360402744264,0.0993,3.3762605514865367,0.7507,111.494851647274,260.35510084172336
X1,69.23137873238213,143.38050864656788,4.6009939488763925,10.734555188142881,29.68671401346731,35.399006051123614,45.27367802350921,1.0313191629110834,0.13146489596311003,-0.006496204265579581,15.77259489336051,0.4140441694175825,0.11703071072422899,0.09905780995301902,3.301006101118587,0.7693313343284652,76.62900715446509,268.49707196964886
X1,69.3469624825836,142.80486723730527,5.341826393865888,10.722780326438043,28.171549416409434,34.65817360613411,44.06881235583052,1.0230260957014747,0.09886230566725135,-0.006867461558058858,15.783373077902942,0.4022109612608329,0.10969784555286169,0.0981187114519067,3.3228806390688757,0.7895710797712208,65.89925461050336,267.36027258945444
X1,69.23193317718598,143.3828589380914,4.599939078033856,10.734523716799728,29.687633309354236,35.40006092196615,45.275129876831315,1.0313062258656602,0.13143458631383256,-0.006496837916783988,15.772579052080399,0.4139950614492409,0.1170360175530659,0.09905928847249597,3.3007685875254684,0.7692175939372741,76.61358091589379,268.4987015093295
X1,69.04471705896042,141.10595851649595,4.7954718138432595,10.767237836059811,30.25864229516017,35.20452818615674,45.187750734017115,0.9794341270407428,0.13220114160345403,-0.006616429802891798,15.76507105913246,0.41914384231343865,0.10838714412564877,0.09573473277247976,3.5122601788305214,0.6961037649905543,69.29764774897166,267.8807337965369
X1,68.69575082055928,137.76128376318275,5.257357733271225,10.814823202099115,30.788527971268703,34.74264226672878,44.78059934982063,0.9168479031010763,0.13937097313434352,-0.006637092141597532,15.75887235752074,0.4356737132780254,0.09642365001502913,0.09125100527333561,3.8268649479640184,0.6274428134714021,63.25550467762497,266.7699264677167
X1,68.45112235592008,140.07300186674522,6.085487437693775,10.77884402627349,28.39301178622767,33.91451256230623,43.230520969145,1.0495251450285314,0.1741189112097025,-0.005604482692480087,15.794887932687997,0.48315259133279326,0.10956254254952073,0.09697712628245354,3.635253070768714,0.9293953566998243,98.33796885157227,266.20386132416127
X1,69.23805386135754,144.8028966575032,3.757411109504104,10.701270143301786,26.184611059797646,35.42403710851698,45.479204760675316,1.0496482419844717,0.10505098426761106,-0.006762287634797394,15.75918082434684,0.42493355739302935,0.10878484451221303,0.09786645922595635,3.416192109240126,0.7700392764800229,78.93935343452766,266.709438543465
X1,69.34962182305986,142.70170110361838,5.43994432857493,10.722069413637463,27.992657904408873,34.560055671425076,43.9138764509283,1.0223630558167585,0.09589418488368393,-0.006896185307577253,15.784809265378863,0.40180404147598897,0.10881698390096427,0.09799184822486713,3.3294081111469307,0.7937455980345607,65.01831875558635,267.2095207773987
X1,68.30977321999613,134.0618727775732,5.768231277174875,10.86745547245834,31.37461332661491,34.23176872282512,44.33026548641268,0.8476237837271764,0.1473012370573357,-0.006659945928119123,15.752016221564263,0.4539567424952984,0.0831913076190278,0.08629173359815032,4.174836701541767,0.5514996808601543,56.5725318616217,265.54130690431595
X1,70.16131723096976,145.03729461705538,2.641433125932049,10.75573435869664,31.350266997619066,34.93987220877586,48.03698436250677,1.0355899546837435,0.12756499244729055,-0.006115912523958832,15.799045248562471,0.5928577657518908,0.09989194589126855,0.0993,3.3732464844990524,0.7507,110.50760818319041,260.57711260519176
X1,70.01934926288529,144.82212313571722,2.9437313664996063,10.7512789199844,31.094292215427288,35.04678635758022,47.60970451394515,1.0345088555844502,0.127384809264075,-0.006197813970874995,15.7941311617475,0.5612438072422519,0.10293867971654981,0.0993,3.3544419122871014,0.7507,104.34825900872853,261.9622298754379
X1,69.33501523508257,143.2683473158786,4.901025653708121,10.725974145076936,28.97523032481447,35.09897434629188,44.76487125434316,1.0260048423781525,0.11219676732458174,-0.006738418380729854,15.776920919036492,0.4040390729396604,0.11365516965761781,0.09868865215177648,3.2935555770208595,0.7708168046660722,69.85691207680091,268.0375341984695
X1,64.14776679581976,141.26488959552475,4.8608745839688465,10.88843543192558,31.60704438564596,35.139125416031156,46.425399327185886,1.0760077391772997,0.0444478548431769,-0.006283196350745856,15.738319635074586,0.46381666598888116,0.10918789964551105,0.08567744308207184,1.9330294904665557,0.991787577082403,67.68199484695246,248.92575548370556
X1,64.7125549577891,140.27447580069781,6.003089689668454,10.863466740748542,29.26115724885434,33.99691031033154,44.457354237166626,1.0631700785118157,0.01699388941982761,-0.006663224359229207,15.758951522451826,0.4529436297933571,0.09943050720742903,0.08554523117176724,2.1487862999902108,1.017463020812627,57.687781601999646,249.14441045971728
X1,64.32470077523365,139.4647026764498,5.014355903045088,10.869704432877992,27.98233712110771,34.985644096954914,46.122700448010114,1.0599438734914177,-0.032313910797424614,-0.007024088220857084,15.774950266592205,0.5467999854432419,0.09101757247075438,0.08678231943668799,2.3554964089442043,1.0124721638483927,61.31210730398129,245.370918981703
X1,65.87059527747668,138.31368995767,5.054473750615492,10.8088112713872,23.8659971090741,34.94552624938451,45.57643411755897,1.0314013823158572,-0.0878907033902593,-0.007853592587914317,15.820195959340781,0.615045572005678,0.07503076103292405,0.09149541243133136,3.1320633154856043,0.9695641652251594,56.597430710091714,247.03671456972975
X1,64.337795440856,141.54400494953015,4.473871876291977,10.893863750198296,31.931185411193642,35.00322939528283,46.96986260922556,1.0773112147777109,0.044814777386165225,-0.006179068980528973,15.74465171362972,0.5041172233652323,0.10530924252020195,0.08570013534901665,1.9592722480960423,0.9913859767301939,75.56321317287541,247.1888747506328
